what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091173390
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091174375
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091174546
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091181296
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091181500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091183593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091185468
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091185484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091187609
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091188421
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091189296
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1314091191718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091196343
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091199937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091204078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091219609
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091232265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091238953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091267078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091268593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091268593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091268593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091276796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091282281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091282281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091282281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091286843
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314091291953
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091295171
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091301828
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091307687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091313718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091313718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091313734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091345328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091349000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314091352640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091363484
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314091363812
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091378015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091426515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091426531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091432609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091433015
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1314091442328
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314091442625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091446281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091446281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091446281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091509765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091512718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091514718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091514718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091553703
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314091556125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091558500
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1314091605703
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1314091606671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091659265
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314091659593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091678281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091680015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314091818359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314093173734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314093179078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314093179078
